version,curso,id_entrada,glosa_estandar,clase_gramatical,definicion,composicion,secuencia,requiere_definicion,imagen_optima,tipo_sena,cm1,cm2,cm3,cm4,cm5,nombre_video,glosa_limpia,subnivel,red_semantica,nivel
DBLSC,LSC1,1076,GAS(1),SUSTANTIVO,Fluido aeriforme a temperatura y presión ordinarias usado como combustible doméstico. (RAE),NO,1 seña,SI,SI,Unimanual (tipo 0),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01076_gas1.mp4,GAS 1,test4,38,B1
DBLSC,LSC1,1077,GAS(2),SUSTANTIVO,Variante de seña para gas combustible o suministro domiciliario de gas. (Generada Gemini),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),R,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01077_gas2.mp4,GAS 2,test4,38,B1
DBLSC,LSC1,1078,HERRAMIENTA,SUSTANTIVO,"Instrumento, generalmente de hierro o acero, con que trabajan los artesanos o trabajadores. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),P,Za,Sin especificar,Sin especificar,Sin especificar,01078_herramient.mp4,HERRAMIENTA,test1,12,B1
DBLSC,LSC1,1079,HORNO-MICROONDAS,SUSTANTIVO,Electrodoméstico que cocina o calienta alimentos mediante ondas electromagnéticas de alta frecuencia. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),Bl,Gl,Sin especificar,Sin especificar,Sin especificar,01079_hornomicro.mp4,HORNO MICROONDAS,test2,26,B1
DBLSC,LSC1,1080,JARDÍN,SUSTANTIVO,Terreno donde se cultivan plantas y flores con fines ornamentales. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),O,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01080_jardin.mp4,JARDIN,test2,49,B1
DBLSC,LSC0,1081,JARRA,SUSTANTIVO,"Vasija de loza, cristal u otro material con una o dos asas usada para servir líquidos. (RAE)",NO,1 seña,NO,SI,Unimanual (tipo 0),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01081_jarra.mp4,JARRA,test4,17,A2
DBLSC,LSC1,1082,LADRILLO,SUSTANTIVO,Masa de arcilla cocida en forma de paralelepípedo para la construcción. (RAE),NO,1 seña,SI,SI,Simétrica (tipo I),B,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01082_ladrillo1.mp4,LADRILLO,test1,17,B2
DBLSC,LSC0,1083,LÁMPARA,SUSTANTIVO,"Aparato que produce o proyecta luz mediante electricidad, gas u otro combustible. (RAE)",NO,1 seña,NO,SI,Compuestas (tipo C),P,O,Jc,Sin especificar,Sin especificar,01083_lampara.mp4,LAMPARA,test2,15,A2
DBLSC,LSC0,1084,LAVADORA,SUSTANTIVO,Aparato electrodoméstico para lavar la ropa. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Jc,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01084_lavadora.mp4,LAVADORA,test3,42,A2
DBLSC,LSC0,1085,LAVAR,VERBO,Limpiar algo con agua u otro líquido. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Af,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01085_lavar.mp4,LAVAR,test1,20,A2
DBLSC,LSC0,1086,LICUADORA,SUSTANTIVO,Electrodoméstico para triturar y licuar alimentos. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),P,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01086_licuadora.mp4,LICUADORA,test1,53,A2
DBLSC,LSC0,1087,LIMPIAR(1),VERBO,Quitar la suciedad u opacidad de algo. (RAE),NO,1 seña,SI,SI,Semi-simétrica (tipo II),N,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01087_limpiar1.mp4,LIMPIAR 1,test2,56,A1
DBLSC,LSC0,1088,LIMPIAR(2),VERBO,"Variante de seña para la acción de asear, fregar o purificar. (Generada Gemini)",SI,2 señas,SI,SI,Compuestas (tipo C),N,Bl,Sin especificar,Sin especificar,Sin especificar,01088_limpiar2.mp4,LIMPIAR 2,test1,66,A2
DBLSC,LSC0,1089,LINTERNA,SUSTANTIVO,Aparato portátil de alumbrado provisto de una pila o batería eléctrica. (RAE),NO,1 seña,NO,SI,Compuestas (tipo C),Xt,Al,Xe,Sin especificar,Sin especificar,01089_linterna.mp4,LINTERNA,test2,15,A2
DBLSC,LSC0,1090,LLAVE,SUSTANTIVO,"Instrumento de metal para accionar cerraduras, grifos o tuercas. (RAE)",NO,1 seña,NO,SI,Unimanual (tipo 0),Xt,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01090_llave.mp4,LLAVE,test1,58,A2
DBLSC,LSC0,1091,LUZ,SUSTANTIVO,Agente físico que hace visibles los objetos. (RAE),NO,1 seña,NO,SI,Compuestas (tipo C),O,Jc,Sin especificar,Sin especificar,Sin especificar,01091_luz.mp4,LUZ,test4,44,A2
DBLSC,LSC1,1092,MANGUERA,SUSTANTIVO,Tubo flexible para aspirar o impeler fluidos. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),A,Xf,Sin especificar,Sin especificar,Sin especificar,01092_manguera.mp4,MANGUERA,test3,2,B2
DBLSC,LSC1,1093,MARTILLO,SUSTANTIVO,"Herramienta para golpear, compuesta de una cabeza de hierro y un mango de madera. (RAE)",SI,1 seña,NO,SI,Asimétrica (tipo III),S,J,Sin especificar,Sin especificar,Sin especificar,01093_martillo.mp4,MARTILLO,test1,46,B1
DBLSC,LSC0,1094,NEVERA,SUSTANTIVO,Electrodoméstico destinado a la conservación de alimentos mediante el frío. (RAE),NO,1 seña,SI,SI,Compuestas (tipo C),R,S,Sin especificar,Sin especificar,Sin especificar,01094_nevera.mp4,NEVERA,test1,53,A2
DBLSC,LSC1,1095,PARED,SUSTANTIVO,Obra de fábrica levantada verticalmente para cerrar un espacio o sostener una techumbre. (RAE),NO,2 señas,NO,SI,Unimanual (tipo 0),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01095_pared.mp4,PARED,test4,51,B2
DBLSC,LSC0,1096,PATIO,SUSTANTIVO,Espacio descubierto en el interior o parte trasera de un edificio o casa. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),P,Ql,Sin especificar,Sin especificar,Sin especificar,01096_patio1.mp4,PATIO,test2,75,A2
DBLSC,LSC0,1097,PINTURA,SUSTANTIVO,Sustancia coloreada líquida usada para cubrir y decorar superficies. (RAE),SI,2 señas,NO,SI,Asimétrica (tipo III),C,Bl,Sin especificar,Sin especificar,Sin especificar,01097_pintura.mp4,PINTURA,test2,5,A2
DBLSC,LSC0,1098,PLANCHAR/PLANCHA,VERBO,Pasar la plancha caliente sobre la ropa para quitarle las arrugas. / Electrodoméstico. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),B,S,Sin especificar,Sin especificar,Sin especificar,01098_plancharpl.mp4,PLANCHAR/PLANCHA,test4,43,A1
DBLSC,LSC0,1099,PLATO,SUSTANTIVO,Vasija llana y circular en que se sirve la comida. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),Xc,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01099_plato.mp4,PLATO,test1,53,A2
DBLSC,LSC0,1100,POCILLO,SUSTANTIVO,"Taza pequeña, generalmente usada para tomar café. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,Tb,Sin especificar,Sin especificar,Sin especificar,01100_pocillo.mp4,POCILLO,test1,53,A2
DBLSC,LSC0,1101,PUERTA,SUSTANTIVO,Abertura en una pared o valla que permite el paso de un lado a otro y marco o panel que la cierra. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Be,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01101_puerta.mp4,PUERTA,test3,70,A2
DBLSC,LSC0,1102,SALA,SUSTANTIVO,Habitación principal de la casa destinada a recibir visitas o estar en familia. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),P,Bl,Sin especificar,Sin especificar,Sin especificar,01102_sala.mp4,SALA,test2,75,A2
DBLSC,LSC0,1103,SARTÉN,SUSTANTIVO,"Recipiente de cocina metálico, de poco fondo, con un mango largo, usado para freír. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),I,Xf,Sin especificar,Sin especificar,Sin especificar,01103_sarten.mp4,SARTEN,test1,53,A2
DBLSC,LSC0,1104,SERVILLETA,SUSTANTIVO,Pieza de tela o papel que sirve en la mesa para limpiarse la boca y las manos. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),B,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01104_servilleta.mp4,SERVILLETA,test2,59,A2
DBLSC,LSC0,1105,SILLA,SUSTANTIVO,"Asiento con respaldo, por lo general de cuatro patas, para una sola persona. (RAE)",NO,1 seña,NO,SI,Semi-simétrica (tipo II),Z,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01105_silla.mp4,SILLA,test1,31,A2
DBLSC,LSC0,1106,SOFÁ,SUSTANTIVO,"Asiento cómodo para dos o más personas, con respaldo y brazos. (RAE)",NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Ql,Sin especificar,Sin especificar,Sin especificar,01106_sofa.mp4,SOFA,test1,31,A2
DBLSC,LSC0,1107,TALADRO,SUSTANTIVO,Herramienta que sirve para hacer agujeros mediante la rotación de una broca. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,L,Sin especificar,Sin especificar,Sin especificar,01107_taladro.mp4,TALADRO,test1,58,A2
DBLSC,LSC0,1108,TAPETE(1),SUSTANTIVO,Cubierta de lana u otro tejido para adornar o proteger mesas y suelos. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),P,S,Sin especificar,Sin especificar,Sin especificar,01108_tapete.mp4,TAPETE 1,test4,43,A1
DBLSC,LSC0,1109,TAPETE(2),SUSTANTIVO,Variante de seña para alfombra o cubierta protectora de piso. (Generada Gemini),SI,2 señas,NO,SI,Simétrica (tipo I),P,J,Sin especificar,Sin especificar,Sin especificar,01109_tapete2.mp4,TAPETE 2,test1,66,A2
DBLSC,LSC0,1110,TENDER-LA-CAMA,VERBO,"Acción de arreglar, estirar y acomodar la ropa de cama sobre el colchón. (Generada Gemini)",SI,2 señas,NO,SI,Simétrica (tipo I),Okp,Cl,Sin especificar,Sin especificar,Sin especificar,01110_tenderlaca.mp4,TENDER LA CAMA,test1,51,A1
DBLSC,LSC0,1111,TENEDOR,SUSTANTIVO,Utensilio de mesa con dientes para pinchar o coger alimentos. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),W,Bl,Sin especificar,Sin especificar,Sin especificar,01111_tenedor.mp4,TENEDOR,test1,53,A2
DBLSC,LSC0,1112,TIMBRE,SUSTANTIVO,Aparato eléctrico que emite un sonido al ser accionado para llamar o avisar. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,A,Sin especificar,Sin especificar,Sin especificar,01112_timbre.mp4,TIMBRE,test1,0,A2
DBLSC,LSC0,1113,TIMBRE-PARA-SORDOS,SUSTANTIVO,Sistema de señalización acústico-lumínico adaptado para alertar a personas sordas mediante señales de luz. (Generada Gemini),SI,2 señas,NO,SI,Compuestas (tipo C),Bl,A,O,Sin especificar,Sin especificar,01113_timbrepara.mp4,TIMBRE PARA SORDOS,test3,29,A1
DBLSC,LSC0,1114,TRAPERO,SUSTANTIVO,Utensilio para fregar el suelo compuesto por hilachas fijadas a un palo (trapeador). (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01114_trapero.mp4,TRAPERO,test1,58,A2
DBLSC,LSC0,1115,TRASTEAR,VERBO,Mudarse o trasladar los enseres y muebles de una vivienda a otra. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),B,O,Bc,Sin especificar,Sin especificar,01115_trastear.mp4,TRASTEAR,test1,31,A2
DBLSC,LSC0,1116,TUBERÍA,SUSTANTIVO,"Conducto formado por tubos para la conducción de agua, gas u otros fluidos. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),C,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01116_tuberia.mp4,TUBERIA,test4,17,A2
DBLSC,LSC0,1117,VASO,SUSTANTIVO,Recipiente de forma cilíndrica o cónica que sirve para beber. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,C,Sin especificar,Sin especificar,Sin especificar,01117_vaso.mp4,VASO,test4,17,A2
DBLSC,LSC0,1118,VENTANA,SUSTANTIVO,"Abertura hecha en una pared para dar luz y ventilación, provista de marco y cristales. (RAE)",NO,1 seña,NO,SI,Semi-simétrica (tipo II),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01118_ventana.mp4,VENTANA,test2,15,A2
DBLSC,LSC0,1119,VIVIR,VERBO,Tener vida. / Habitar o residir en un determinado lugar. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),Q,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01119_vivir1.mp4,VIVIR,test4,80,A1
DBLSC,LSC0,1120,VIVIR(2),VERBO,"Variante de seña para habitar, morar o residir en un espacio. (Generada Gemini)",SI,2 señas,NO,SI,Compuestas (tipo C),Q,J,Sin especificar,Sin especificar,Sin especificar,01120_vivir2.mp4,VIVIR 2,test2,2,A2
DBLSC,LSC0,1121,LA-VIDA(1),SUSTANTIVO,Existencia de los seres vivos o experiencia vital humana. (RAE),NO,1 seña,SI,SI,Simétrica (tipo I),Vc,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01121_lavida1.mp4,LA VIDA 1,test3,60,A1
DBLSC,LSC0,1122,LA-VIDA(2),SUSTANTIVO,Variante de seña para el concepto ontológico de la existencia o vida. (Generada Gemini),SI,2 señas,SI,SI,Compuestas (tipo C),Q,J,Sin especificar,Sin especificar,Sin especificar,01122_lavida2.mp4,LA VIDA 2,test2,6,A2
DBLSC,LSC0,1123,ADMINISTRAR,VERBO,"Gobernar, ejercer la autoridad o el mando sobre un territorio o entidad. / Organizar bienes. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),P,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01123_administra.mp4,ADMINISTRAR,test2,39,A2
DBLSC,LSC0,1124,AHORRAR(1),VERBO,Guardar dinero para necesidades futuras o economizar recursos. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Qe,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01124_ahorrar1.mp4,AHORRAR 1,test2,58,A1
DBLSC,LSC0,1125,AHORRAR(2),VERBO,Variante de seña para guardar capital o reservas económicas. (Generada Gemini),NO,1 seña,SI,SI,Asimétrica (tipo III),S,Za,Sin especificar,Sin especificar,Sin especificar,01125_ahorrar2.mp4,AHORRAR 2,test1,72,A2
DBLSC,LSC0,1126,ALCALDE(1),SUSTANTIVO,Presidente del ayuntamiento o máxima autoridad municipal. (RAE),NO,1 seña,SI,SI,Unimanual en contacto (tipo X),Be,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01126_alcalde1.mp4,ALCALDE 1,test3,83,A1
DBLSC,LSC0,1127,ALCALDE(2),SUSTANTIVO,Variante de seña para la dignidad u oficio de mandatario municipal. (Generada Gemini),NO,1 seña,SI,SI,Unimanual en contacto (tipo X),Gl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01127_alcalde2.mp4,ALCALDE 2,test1,22,A2
DBLSC,LSC1,1128,ASOCIACIÓN,SUSTANTIVO,Conjunto de los asociados para un fin común y entidad que forman. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),C,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01128_asociacion.mp4,ASOCIACION,test1,97,B2
DBLSC,LSC1,1129,BANDERA,SUSTANTIVO,Tinta de tela con los colores y emblemas distintivos de una nación o colectividad. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01129_bandera.mp4,BANDERA,test2,25,B1
DBLSC,LSC1,1130,CHEQUE,SUSTANTIVO,Mandato escrito de pago para retirar fondos de una cuenta bancaria. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),Xc,Tb,Sin especificar,Sin especificar,Sin especificar,01130_cheque.mp4,CHEQUE,test4,14,B2
DBLSC,LSC1,1131,CÉDULA,SUSTANTIVO,Documento oficial que acredita la identidad de una persona. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),A,Bl,Sin especificar,Sin especificar,Sin especificar,01131_cedula.mp4,CEDULA,test1,18,B2
DBLSC,LSC0,1132,CIUDAD,SUSTANTIVO,Población grande cuyos habitantes se dedican a actividades no agrícolas. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),C,S,Sin especificar,Sin especificar,Sin especificar,01132_ciudad.mp4,CIUDAD,test1,25,A1
DBLSC,LSC0,1133,COMPRAR,VERBO,Adquirir algo por dinero. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01133_comprar.mp4,COMPRAR,test4,36,A2
DBLSC,LSC1,1134,CONGRESO(1),SUSTANTIVO,Asamblea legislativa encargada de elaborar y aprobar las leyes. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),Xc,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01134_congreso1.mp4,CONGRESO 1,test3,56,B2
DBLSC,LSC1,1135,CONGRESO(2),SUSTANTIVO,Variante de seña para asamblea o parlamento legislativo. (Generada Gemini),SI,2 señas,NO,SI,Compuestas (tipo C),Ql,Bl,O,Sin especificar,Sin especificar,01135_congreso2.mp4,CONGRESO 2,test1,84,B2
DBLSC,LSC1,1136,COOPERATIVA,SUSTANTIVO,Sociedad formada por personas que se asocian para realizar una actividad económica común. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),V,Tc,Sin especificar,Sin especificar,Sin especificar,01136_cooperativ.mp4,COOPERATIVA,test1,97,B2
DBLSC,LSC1,1137,CRÉDITO,SUSTANTIVO,Préstamo de dinero que una entidad financiera otorga a una persona o empresa. (RAE),SI,2 señas,SI,SI,Compuestas (tipo C),V,Xf,Sin especificar,Sin especificar,Sin especificar,01137_credito.mp4,CREDITO,test4,14,B2
DBLSC,LSC1,1138,CULTURA,SUSTANTIVO,"Conjunto de modos de vida, costumbres y conocimientos de una época o grupo social. (RAE)",SI,2 señas,NO,SI,Asimétrica (tipo III),C,P,Sin especificar,Sin especificar,Sin especificar,01138_cultura.mp4,CULTURA,test1,5,B1
DBLSC,LSC1,1139,DEMOCRACIA,SUSTANTIVO,Sistema político en el cual la soberanía reside en el pueblo. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01139_democracia.mp4,DEMOCRACIA,test4,71,B2
DBLSC,LSC1,1140,DERECHO,SUSTANTIVO,Conjunto de principios y normas que regulan la conducta humana en sociedad. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01140_derecho.mp4,DERECHO,test2,91,B2
DBLSC,LSC1,1141,DEPARTAMENTO,SUSTANTIVO,División territorial y administrativa de un país como Colombia. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01141_departamen.mp4,DEPARTAMENTO,test4,8,B2
DBLSC,LSC1,1142,DEUDA,SUSTANTIVO,Obligación que tiene alguien de pagar o satisfacer algo a otra persona. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),N,Bl,Sin especificar,Sin especificar,Sin especificar,01142_deuda.mp4,DEUDA,test4,14,B2
DBLSC,LSC0,1143,ELEGIR,VERBO,Nombrar o seleccionar por voto a alguien para un cargo o distinción. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Ta,Ok,Sin especificar,Sin especificar,Sin especificar,01143_elegir.mp4,ELEGIR,test4,30,A1
DBLSC,LSC1,1144,FIRMAR,VERBO,Escribir su nombre en un documento para darle validez o autorizarlo. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,Pc,Sin especificar,Sin especificar,Sin especificar,01144_firmar.mp4,FIRMAR,test1,18,B2
DBLSC,LSC1,1145,FACTURA,SUSTANTIVO,Cuenta en la que se detallan las mercancías compradas o servicios prestados con su precio. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Bl,Sin especificar,Sin especificar,Sin especificar,01145_factura.mp4,FACTURA,test4,14,B2
DBLSC,LSC1,1146,ÉTICA,SUSTANTIVO,Conjunto de normas morales que rigen la conducta de la persona en cualquier ámbito de la vida. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Okc,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01146_etica.mp4,ETICA,test2,91,B2
DBLSC,LSC1,1147,FISCAL,ADJETIVO,Persona que ejerce el ministerio público en la persecución de delitos. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,Xf,Sin especificar,Sin especificar,Sin especificar,01147_fiscal.mp4,FISCAL,test3,56,B2
DBLSC,LSC1,1148,FISCALIA,SUSTANTIVO,Órgano o institución encargada de la investigación de delitos y acusación ante tribunales. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,XX,Sin especificar,Sin especificar,Sin especificar,01148_fiscalia.mp4,FISCALIA,test3,56,B2
DBLSC,LSC1,1149,FRONTERA,SUSTANTIVO,Línea que separa un estado o territorio de otro. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),Bl,Bl,Sin especificar,Sin especificar,Sin especificar,01149_frontera.mp4,FRONTERA,test3,2,B1
DBLSC,LSC1,1150,GASTAR,VERBO,Emplear el dinero u otros recursos para comprar o conseguir algo. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Bl,Sin especificar,Sin especificar,Sin especificar,01150_gastar.mp4,GASTAR,test4,14,B2
DBLSC,LSC1,1151,GOBIERNO,SUSTANTIVO,Conjunto de los órganos de dirección y administración de un estado. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),X,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01151_gobierno.mp4,GOBIERNO,test3,56,B2
DBLSC,LSC0,1152,GRATIS,SUSTANTIVO,"De manera gratuita, sin pagar dinero. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,S,J,Sin especificar,Sin especificar,01152_gratis.mp4,GRATIS,test2,58,A1
DBLSC,LSC0,1153,HACER-FILA,VERBO,Formar una hilera ordenada de personas a la espera de ser atendidas. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),Je,Je,Sin especificar,Sin especificar,Sin especificar,01153_hacerfila.mp4,HACER FILA,test1,51,A1
DBLSC,LSC0,1154,HIMNO-NACIONAL,SUSTANTIVO,Composición musical y poética patriótica adoptada oficialmente por un país. (Generada Gemini),SI,2 señas,NO,SI,Compuestas (tipo C),P,J,P,Sin especificar,Sin especificar,01154_himnonacio.mp4,HIMNO NACIONAL,test3,82,A1
DBLSC,LSC0,1155,HOJA-DEVIDA(1),SUSTANTIVO,"Documento en el que se resumen los datos personales, formación y experiencia laboral. (Generada Gemini)",SI,2 señas,NO,SI,Compuestas (tipo C),Okf,Vc,Sin especificar,Sin especificar,Sin especificar,01155_hojadevida.mp4,HOJA DEVIDA 1,test1,51,A1
DBLSC,LSC0,1156,HOJA-DEVIDA(2),SUSTANTIVO,Variante de seña para curriculum vitae o resumen de trayectoria profesional. (Generada Gemini),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,K,Sin especificar,Sin especificar,Sin especificar,01156_hojadevida.mp4,HOJA DEVIDA 2,test3,67,A2
DBLSC,LSC0,1157,IMPUESTO,SUSTANTIVO,Carga u obligación tributaria impuesta por el Estado a los ciudadanos. (RAE),SI,2 señas,NO,SI,Compuestas (tipo C),Bl,P,Xe,Sin especificar,Sin especificar,01157_impuesto.mp4,IMPUESTO,test3,32,A1
DBLSC,LSC0,1158,INDÍGENA,ADJETIVO,Originario del país o región de que se trata. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01158_indigena.mp4,INDIGENA,test3,7,A2
DBLSC,LSC0,1159,JUNTA,SUSTANTIVO,Reunión de varias personas para conferenciar o decidir sobre un asunto. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,I,Sin especificar,Sin especificar,Sin especificar,01159_junta.mp4,JUNTA,test1,48,A2
DBLSC,LSC0,1160,JUSTICIA,SUSTANTIVO,Principio moral que lleva a dar a cada uno lo que le corresponde. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Okf,Okf,Sin especificar,Sin especificar,Sin especificar,01160_justicia.mp4,JUSTICIA,test3,84,A1
DBLSC,LSC0,1161,LEY,SUSTANTIVO,Precepto dictado por la autoridad competente en que se manda o prohíbe algo. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,L,Sin especificar,Sin especificar,Sin especificar,01161_ley.mp4,LEY,test3,65,A2
DBLSC,LSC0,1162,LIBRE,ADJETIVO,"Que tiene facultad para obrar de una manera u otra, sin estar sujeto a prisión o sometimiento. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),L,L,Sin especificar,Sin especificar,Sin especificar,01162_libre.mp4,LIBRE,test3,83,A1
DBLSC,LSC0,1163,MANIFESTACIÓN,SUSTANTIVO,Reunión pública de personas que marcha por la vía pública para expresar una reivindicación. (RAE),NO,1 seña,SI,SI,Simétrica (tipo I),Je,Je,Sin especificar,Sin especificar,Sin especificar,01163_manifestac.mp4,MANIFESTACION,test4,79,A1
DBLSC,LSC0,1164,PROTESTA,SUSTANTIVO,"Muestra de discrepancia, descontento o oposición a una medida o situación. (RAE)",SI,2 señas,NO,SI,Simétrica (tipo I),Je,Je,S,S,Sin especificar,01164_protesta.mp4,PROTESTA,test4,79,A1
DBLSC,LSC0,1165,HUELGA,SUSTANTIVO,Interrupción colectiva del trabajo dispuesta por los trabajadores para reivindicar derechos. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),S,S,Sin especificar,Sin especificar,Sin especificar,01165_huelga.mp4,HUELGA,test3,83,A1
DBLSC,LSC0,1166,MINISTERIO/MINISTRO,SUSTANTIVO,Departamento o titular de la administración de un Estado. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01166_ministerio.mp4,MINISTERIO/MINISTRO,test3,83,A1
DBLSC,LSC0,1167,MULTA,SUSTANTIVO,Sanción económica impuesta por la infracción de una norma o ley. (RAE),NO,1 seña,NO,NO,Compuestas (tipo C),Bl,Xe,Sin especificar,Sin especificar,Sin especificar,01167_multa.mp4,MULTA,test1,37,A1
DBLSC,LSC0,1168,PAGAR(1),VERBO,Dar a alguien el dinero que se le debe por una mercancía o servicio. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,P,Sin especificar,Sin especificar,Sin especificar,01168_pagar1.mp4,PAGAR 1,test3,7,A1
DBLSC,LSC0,1169,PAGAR(2),VERBO,Variante de seña para la cancelación económica de una obligación o deuda. (Generada Gemini),NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,Qe,Sin especificar,Sin especificar,Sin especificar,01169_pagar2.mp4,PAGAR 2,test1,22,A2
DBLSC,LSC0,1170,PAÍS,SUSTANTIVO,Territorio constituido en estado soberano. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Gl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01170_pais.mp4,PAIS,test2,90,A1
