Version,Curso,ID_entrada,GLOSA,Clase Gramatical,DEFINICION,Composición,Secuencia,Definición especial,Imagen de la seña, Composición,Secuencia.1,Tipo de Seña,CM1,CM2,CM3,CM4,CM5,nombre_video
DBLSC,LSC0,1051,CAJA,SUSTANTIVO,"Recipiente de madera, cartón u otro material que sirve para guardar o transportar objetos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,01051_caja.mp4
DBLSC,LSC0,1052,CAMA,SUSTANTIVO,"Mueble para dormir o descansar, compuesto por un armazón y un colchón. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Ud,,,,,01052_cama.mp4
DBLSC,LSC0,1053,CANECA,SUSTANTIVO,Recipiente metálico o de plástico destinado a contener basura o líquidos. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Bc,O,Jc,,,01053_caneca.mp4
DBLSC,LSC1,1054,CEMENTO,SUSTANTIVO,Mezcla de arcilla y calcinada usada como aglomerante en la construcción. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Cl,Qe,,,,01054_cemento.mp4
DBLSC,LSC0,1055,COBIJA,SUSTANTIVO,Prenda de ropa de cama tupida para abrigarse. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Qe,,,,,01055_cobija.mp4
DBLSC,LSC0,1056,COCINA,SUSTANTIVO,Sitio de la casa donde se preparan los alimentos. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,Jc,,,,01056_cocina.mp4
DBLSC,LSC0,1057,COMEDOR,SUSTANTIVO,Pieza o sitio destinado para comer en las casas u organizaciones. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,Q,,,,01057_comedor.mp4
DBLSC,LSC0,1058,COPA,SUSTANTIVO,"Vaso con pie para beber líquidos, especialmente vino o licores. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Vc,,,,01058_copa.mp4
DBLSC,LSC0,1059,CORTINA,SUSTANTIVO,Tela u otro material que cuelga de puertas y ventanas para cubrir o adornar. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),J,,,,,01059_cortina.mp4
DBLSC,LSC0,1060,CUADRO(1),SUSTANTIVO,"Lienzo, lámina o papel grabado o pintado encuadrado para adorno. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Be,,,,,01060_cuadro1.mp4
DBLSC,LSC0,1061,CUADRO(2),SUSTANTIVO,"Variante de seña para pintura, marco o lienzo ornamental. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),V,,,,,01061_cuadro2.mp4
DBLSC,LSC0,1062,CUADRO(3),SUSTANTIVO,Variante de seña para representación pictórica o cuadro. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),P,,,,,01062_cuadro3.mp4
DBLSC,LSC0,1063,CUCHARA,SUSTANTIVO,Utensilio de mesa que consta de una concavidad con mango para llevar líquidos a la boca. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Xt,,,,,01063_cuchara.mp4
DBLSC,LSC0,1064,CUCHILLO,SUSTANTIVO,Instrumento cortante compuesto de una hoja de acero con un solo filo y de un mango. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,01064_cuchillo.mp4
DBLSC,LSC1,1065,DESTORNILLADOR,SUSTANTIVO,Herramienta que sirve para destornillar o atornillar. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),P,Bl,,,,01065_destornill.mp4
DBLSC,LSC0,1066,DETERGENTE,SUSTANTIVO,Sustancia que limpia y remueve la suciedad en superficies y ropa. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Cl,,,,,01066_detergente.mp4
DBLSC,LSC0,1067,DUCHA,SUSTANTIVO,Instalación para lavarse el cuerpo cayendo el agua en lluvia desde lo alto. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Q,Jc,J,,,01067_ducha.mp4
DBLSC,LSC0,1068,ESCALERA,SUSTANTIVO,Serie de escalones que sirven para subir y bajar de un nivel a otro. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),XX,,,,,01068_escalera.mp4
DBLSC,LSC0,1069,ESCOBA,SUSTANTIVO,"Utensilio compuesto por un haz de ramas u hilos sujetos al extremo de un palo, que sirve para barrer. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Y,,,,,01069_escoba.mp4
DBLSC,LSC0,1070,ESPEJO,SUSTANTIVO,Tabla de cristal o metal pulida que refleja las imágenes de los objetos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,01070_espejo.mp4
DBLSC,LSC0,1071,ESPONJA-BAÑO,SUSTANTIVO,Utensilio poroso y absorbente empleado en el aseo corporal durante el baño. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Gl,,,,,01071_esponjaban.mp4
DBLSC,LSC1,1072,ESTUFA ,SUSTANTIVO,Aparato para calentar o cocinar alimentos mediante gas o electricidad. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Qa,Jc,,,,01072_estufa.mp4
DBLSC,LSC1,1073,EXTINGUIDOR,SUSTANTIVO,Aparato portátil para apagar incendios mediante la descarga de una sustancia extintora. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bc,Xe,,,,01073_extinguido.mp4
DBLSC,LSC0,1074,FLORERO,SUSTANTIVO,Vasija que sirve para poner flores de adorno. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Bc,J,,,,01074_florero.mp4
DBLSC,LSC0,1075,FÓSFORO,SUSTANTIVO,Varilla de madera o cartón con cabeza de sustancia inflamable para hacer fuego. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),S,Pc,,,,01075_fosforo.mp4
DBLSC,LSC1,1076,GAS(1),SUSTANTIVO,Fluido aeriforme a temperatura y presión ordinarias usado como combustible doméstico. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,01076_gas1.mp4
DBLSC,LSC1,1077,GAS(2),SUSTANTIVO,Variante de seña para gas combustible o suministro domiciliario de gas. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),R,,,,,01077_gas2.mp4
DBLSC,LSC1,1078,HERRAMIENTA,SUSTANTIVO,"Instrumento, generalmente de hierro o acero, con que trabajan los artesanos o trabajadores. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),P,Za,,,,01078_herramient.mp4
DBLSC,LSC1,1079,HORNO-MICROONDAS,SUSTANTIVO,Electrodoméstico que cocina o calienta alimentos mediante ondas electromagnéticas de alta frecuencia. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Bl,Gl,,,,01079_hornomicro.mp4
DBLSC,LSC1,1080,JARDÍN,SUSTANTIVO,Terreno donde se cultivan plantas y flores con fines ornamentales. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),O,,,,,01080_jardin.mp4
DBLSC,LSC0,1081,JARRA,SUSTANTIVO,"Vasija de loza, cristal u otro material con una o dos asas usada para servir líquidos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),S,,,,,01081_jarra.mp4
DBLSC,LSC1,1082,LADRILLO,SUSTANTIVO,Masa de arcilla cocida en forma de paralelepípedo para la construcción. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),B,,,,,01082_ladrillo1.mp4
DBLSC,LSC0,1083,LÁMPARA,SUSTANTIVO,"Aparato que produce o proyecta luz mediante electricidad, gas u otro combustible. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),P,O,Jc,,,01083_lampara.mp4
DBLSC,LSC0,1084,LAVADORA,SUSTANTIVO,Aparato electrodoméstico para lavar la ropa. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Jc,,,,,01084_lavadora.mp4
DBLSC,LSC0,1085,LAVAR,VERBO,Limpiar algo con agua u otro líquido. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Af,,,,,01085_lavar.mp4
DBLSC,LSC0,1086,LICUADORA,SUSTANTIVO,Electrodoméstico para triturar y licuar alimentos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),P,,,,,01086_licuadora.mp4
DBLSC,LSC0,1087,LIMPIAR(1),VERBO,Quitar la suciedad u opacidad de algo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),N,,,,,01087_limpiar1.mp4
DBLSC,LSC0,1088,LIMPIAR(2),VERBO,"Variante de seña para la acción de asear, fregar o purificar. (Generada Gemini)",SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),N,Bl,,,,01088_limpiar2.mp4
DBLSC,LSC0,1089,LINTERNA,SUSTANTIVO,Aparato portátil de alumbrado provisto de una pila o batería eléctrica. (RAE),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),Xt,Al,Xe,,,01089_linterna.mp4
DBLSC,LSC0,1090,LLAVE,SUSTANTIVO,"Instrumento de metal para accionar cerraduras, grifos o tuercas. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Xt,,,,,01090_llave.mp4
DBLSC,LSC0,1091,LUZ,SUSTANTIVO,Agente físico que hace visibles los objetos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),O,Jc,,,,01091_luz.mp4
DBLSC,LSC1,1092,MANGUERA,SUSTANTIVO,Tubo flexible para aspirar o impeler fluidos. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),A,Xf,,,,01092_manguera.mp4
DBLSC,LSC1,1093,MARTILLO,SUSTANTIVO,"Herramienta para golpear, compuesta de una cabeza de hierro y un mango de madera. (RAE)",SI,1 seña,NO,SI,SI,1 seña,Asimétrica (tipo III),S,J,,,,01093_martillo.mp4
DBLSC,LSC0,1094,NEVERA,SUSTANTIVO,Electrodoméstico destinado a la conservación de alimentos mediante el frío. (RAE),NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),R,S,,,,01094_nevera.mp4
DBLSC,LSC1,1095,PARED,SUSTANTIVO,Obra de fábrica levantada verticalmente para cerrar un espacio o sostener una techumbre. (RAE),NO,2 señas,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,01095_pared.mp4
DBLSC,LSC0,1096,PATIO,SUSTANTIVO,Espacio descubierto en el interior o parte trasera de un edificio o casa. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,Ql,,,,01096_patio1.mp4
DBLSC,LSC0,1097,PINTURA,SUSTANTIVO,Sustancia coloreada líquida usada para cubrir y decorar superficies. (RAE),SI,2 señas,NO,SI,SI,2 señas,Asimétrica (tipo III),C,Bl,,,,01097_pintura.mp4
DBLSC,LSC0,1098,PLANCHAR/PLANCHA,VERBO,Pasar la plancha caliente sobre la ropa para quitarle las arrugas. / Electrodoméstico. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),B,S,,,,01098_plancharpl.mp4
DBLSC,LSC0,1099,PLATO,SUSTANTIVO,Vasija llana y circular en que se sirve la comida. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Xc,,,,,01099_plato.mp4
DBLSC,LSC0,1100,POCILLO,SUSTANTIVO,"Taza pequeña, generalmente usada para tomar café. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Tb,,,,01100_pocillo.mp4
DBLSC,LSC0,1101,PUERTA,SUSTANTIVO,Abertura en una pared o valla que permite el paso de un lado a otro y marco o panel que la cierra. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Be,,,,,01101_puerta.mp4
DBLSC,LSC0,1102,SALA,SUSTANTIVO,Habitación principal de la casa destinada a recibir visitas o estar en familia. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,Bl,,,,01102_sala.mp4
DBLSC,LSC0,1103,SARTÉN,SUSTANTIVO,"Recipiente de cocina metálico, de poco fondo, con un mango largo, usado para freír. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),I,Xf,,,,01103_sarten.mp4
DBLSC,LSC0,1104,SERVILLETA,SUSTANTIVO,Pieza de tela o papel que sirve en la mesa para limpiarse la boca y las manos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),B,,,,,01104_servilleta.mp4
DBLSC,LSC0,1105,SILLA,SUSTANTIVO,"Asiento con respaldo, por lo general de cuatro patas, para una sola persona. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Z,,,,,01105_silla.mp4
DBLSC,LSC0,1106,SOFÁ,SUSTANTIVO,"Asiento cómodo para dos o más personas, con respaldo y brazos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,Ql,,,,01106_sofa.mp4
DBLSC,LSC0,1107,TALADRO,SUSTANTIVO,Herramienta que sirve para hacer agujeros mediante la rotación de una broca. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,L,,,,01107_taladro.mp4
DBLSC,LSC0,1108,TAPETE(1),SUSTANTIVO,Cubierta de lana u otro tejido para adornar o proteger mesas y suelos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),P,S,,,,01108_tapete.mp4
DBLSC,LSC0,1109,TAPETE(2),SUSTANTIVO,Variante de seña para alfombra o cubierta protectora de piso. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Simétrica (tipo I),P,J,,,,01109_tapete2.mp4
DBLSC,LSC0,1110,TENDER-LA-CAMA,VERBO,"Acción de arreglar, estirar y acomodar la ropa de cama sobre el colchón. (Generada Gemini)",SI,2 señas,NO,SI,SI,2 señas,Simétrica (tipo I),Okp,Cl,,,,01110_tenderlaca.mp4
DBLSC,LSC0,1111,TENEDOR,SUSTANTIVO,Utensilio de mesa con dientes para pinchar o coger alimentos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),W,Bl,,,,01111_tenedor.mp4
DBLSC,LSC0,1112,TIMBRE,SUSTANTIVO,Aparato eléctrico que emite un sonido al ser accionado para llamar o avisar. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,A,,,,01112_timbre.mp4
DBLSC,LSC0,1113,TIMBRE-PARA-SORDOS,SUSTANTIVO,Sistema de señalización acústico-lumínico adaptado para alertar a personas sordas mediante señales de luz. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Bl,A,O,,,01113_timbrepara.mp4
DBLSC,LSC0,1114,TRAPERO,SUSTANTIVO,Utensilio para fregar el suelo compuesto por hilachas fijadas a un palo (trapeador). (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),S,,,,,01114_trapero.mp4
DBLSC,LSC0,1115,TRASTEAR,VERBO,Mudarse o trasladar los enseres y muebles de una vivienda a otra. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),B,O,Bc,,,01115_trastear.mp4
DBLSC,LSC0,1116,TUBERÍA,SUSTANTIVO,"Conducto formado por tubos para la conducción de agua, gas u otros fluidos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),C,,,,,01116_tuberia.mp4
DBLSC,LSC0,1117,VASO,SUSTANTIVO,Recipiente de forma cilíndrica o cónica que sirve para beber. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,C,,,,01117_vaso.mp4
DBLSC,LSC0,1118,VENTANA,SUSTANTIVO,"Abertura hecha en una pared para dar luz y ventilación, provista de marco y cristales. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),S,,,,,01118_ventana.mp4
DBLSC,LSC0,1119,VIVIR,VERBO,Tener vida. / Habitar o residir en un determinado lugar. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Q,,,,,01119_vivir1.mp4
DBLSC,LSC0,1120,VIVIR(2),VERBO,"Variante de seña para habitar, morar o residir en un espacio. (Generada Gemini)",SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Q,J,,,,01120_vivir2.mp4
DBLSC,LSC0,1121,LA-VIDA(1),SUSTANTIVO,Existencia de los seres vivos o experiencia vital humana. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Vc,,,,,01121_lavida1.mp4
DBLSC,LSC0,1122,LA-VIDA(2),SUSTANTIVO,Variante de seña para el concepto ontológico de la existencia o vida. (Generada Gemini),SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),Q,J,,,,01122_lavida2.mp4
DBLSC,LSC0,1123,ADMINISTRAR,VERBO,"Gobernar, ejercer la autoridad o el mando sobre un territorio o entidad. / Organizar bienes. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),P,,,,,01123_administra.mp4
DBLSC,LSC0,1124,AHORRAR(1),VERBO,Guardar dinero para necesidades futuras o economizar recursos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Qe,,,,,01124_ahorrar1.mp4
DBLSC,LSC0,1125,AHORRAR(2),VERBO,Variante de seña para guardar capital o reservas económicas. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),S,Za,,,,01125_ahorrar2.mp4
DBLSC,LSC0,1126,ALCALDE(1),SUSTANTIVO,Presidente del ayuntamiento o máxima autoridad municipal. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Be,,,,,01126_alcalde1.mp4
DBLSC,LSC0,1127,ALCALDE(2),SUSTANTIVO,Variante de seña para la dignidad u oficio de mandatario municipal. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Gl,,,,,01127_alcalde2.mp4
DBLSC,LSC1,1128,ASOCIACIÓN,SUSTANTIVO,Conjunto de los asociados para un fin común y entidad que forman. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),C,,,,,01128_asociacion.mp4
DBLSC,LSC1,1129,BANDERA,SUSTANTIVO,Tinta de tela con los colores y emblemas distintivos de una nación o colectividad. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,01129_bandera.mp4
DBLSC,LSC1,1130,CHEQUE,SUSTANTIVO,Mandato escrito de pago para retirar fondos de una cuenta bancaria. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Xc,Tb,,,,01130_cheque.mp4
DBLSC,LSC1,1131,CÉDULA,SUSTANTIVO,Documento oficial que acredita la identidad de una persona. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),A,Bl,,,,01131_cedula.mp4
DBLSC,LSC0,1132,CIUDAD,SUSTANTIVO,Población grande cuyos habitantes se dedican a actividades no agrícolas. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),C,S,,,,01132_ciudad.mp4
DBLSC,LSC0,1133,COMPRAR,VERBO,Adquirir algo por dinero. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,01133_comprar.mp4
DBLSC,LSC1,1134,CONGRESO(1),SUSTANTIVO,Asamblea legislativa encargada de elaborar y aprobar las leyes. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Xc,,,,,01134_congreso1.mp4
DBLSC,LSC1,1135,CONGRESO(2),SUSTANTIVO,Variante de seña para asamblea o parlamento legislativo. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Ql,Bl,O,,,01135_congreso2.mp4
DBLSC,LSC1,1136,COOPERATIVA,SUSTANTIVO,Sociedad formada por personas que se asocian para realizar una actividad económica común. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),V,Tc,,,,01136_cooperativ.mp4
DBLSC,LSC1,1137,CRÉDITO,SUSTANTIVO,Préstamo de dinero que una entidad financiera otorga a una persona o empresa. (RAE),SI,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),V,Xf,,,,01137_credito.mp4
DBLSC,LSC1,1138,CULTURA,SUSTANTIVO,"Conjunto de modos de vida, costumbres y conocimientos de una época o grupo social. (RAE)",SI,2 señas,NO,SI,SI,2 señas,Asimétrica (tipo III),C,P,,,,01138_cultura.mp4
DBLSC,LSC1,1139,DEMOCRACIA,SUSTANTIVO,Sistema político en el cual la soberanía reside en el pueblo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,01139_democracia.mp4
DBLSC,LSC1,1140,DERECHO,SUSTANTIVO,Conjunto de principios y normas que regulan la conducta humana en sociedad. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),S,,,,,01140_derecho.mp4
DBLSC,LSC1,1141,DEPARTAMENTO,SUSTANTIVO,División territorial y administrativa de un país como Colombia. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,01141_departamen.mp4
DBLSC,LSC1,1142,DEUDA,SUSTANTIVO,Obligación que tiene alguien de pagar o satisfacer algo a otra persona. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),N,Bl,,,,01142_deuda.mp4
DBLSC,LSC0,1143,ELEGIR,VERBO,Nombrar o seleccionar por voto a alguien para un cargo o distinción. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Ta,Ok,,,,01143_elegir.mp4
DBLSC,LSC1,1144,FIRMAR,VERBO,Escribir su nombre en un documento para darle validez o autorizarlo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Pc,,,,01144_firmar.mp4
DBLSC,LSC1,1145,FACTURA,SUSTANTIVO,Cuenta en la que se detallan las mercancías compradas o servicios prestados con su precio. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,Bl,,,,01145_factura.mp4
DBLSC,LSC1,1146,ÉTICA,SUSTANTIVO,Conjunto de normas morales que rigen la conducta de la persona en cualquier ámbito de la vida. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Okc,,,,,01146_etica.mp4
DBLSC,LSC1,1147,FISCAL,ADJETIVO,Persona que ejerce el ministerio público en la persecución de delitos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Xf,,,,01147_fiscal.mp4
DBLSC,LSC1,1148,FISCALIA,SUSTANTIVO,Órgano o institución encargada de la investigación de delitos y acusación ante tribunales. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,XX,,,,01148_fiscalia.mp4
DBLSC,LSC1,1149,FRONTERA,SUSTANTIVO,Línea que separa un estado o territorio de otro. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Bl,Bl,,,,01149_frontera.mp4
DBLSC,LSC1,1150,GASTAR,VERBO,Emplear el dinero u otros recursos para comprar o conseguir algo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,Bl,,,,01150_gastar.mp4
DBLSC,LSC1,1151,GOBIERNO,SUSTANTIVO,Conjunto de los órganos de dirección y administración de un estado. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),X,,,,,01151_gobierno.mp4
DBLSC,LSC0,1152,GRATIS,SUSTANTIVO,"De manera gratuita, sin pagar dinero. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,S,J,,,01152_gratis.mp4
DBLSC,LSC0,1153,HACER-FILA,VERBO,Formar una hilera ordenada de personas a la espera de ser atendidas. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Je,Je,,,,01153_hacerfila.mp4
DBLSC,LSC0,1154,HIMNO-NACIONAL,SUSTANTIVO,Composición musical y poética patriótica adoptada oficialmente por un país. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,J,P,,,01154_himnonacio.mp4
DBLSC,LSC0,1155,HOJA-DEVIDA(1),SUSTANTIVO,"Documento en el que se resumen los datos personales, formación y experiencia laboral. (Generada Gemini)",SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Okf,Vc,,,,01155_hojadevida.mp4
DBLSC,LSC0,1156,HOJA-DEVIDA(2),SUSTANTIVO,Variante de seña para curriculum vitae o resumen de trayectoria profesional. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,K,,,,01156_hojadevida.mp4
DBLSC,LSC0,1157,IMPUESTO,SUSTANTIVO,Carga u obligación tributaria impuesta por el Estado a los ciudadanos. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Bl,P,Xe,,,01157_impuesto.mp4
DBLSC,LSC0,1158,INDÍGENA,ADJETIVO,Originario del país o región de que se trata. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,01158_indigena.mp4
DBLSC,LSC0,1159,JUNTA,SUSTANTIVO,Reunión de varias personas para conferenciar o decidir sobre un asunto. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,I,,,,01159_junta.mp4
DBLSC,LSC0,1160,JUSTICIA,SUSTANTIVO,Principio moral que lleva a dar a cada uno lo que le corresponde. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Okf,Okf,,,,01160_justicia.mp4
DBLSC,LSC0,1161,LEY,SUSTANTIVO,Precepto dictado por la autoridad competente en que se manda o prohíbe algo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,L,,,,01161_ley.mp4
DBLSC,LSC0,1162,LIBRE,ADJETIVO,"Que tiene facultad para obrar de una manera u otra, sin estar sujeto a prisión o sometimiento. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),L,L,,,,01162_libre.mp4
DBLSC,LSC0,1163,MANIFESTACIÓN,SUSTANTIVO,Reunión pública de personas que marcha por la vía pública para expresar una reivindicación. (RAE),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Je,Je,,,,01163_manifestac.mp4
DBLSC,LSC0,1164,PROTESTA,SUSTANTIVO,"Muestra de discrepancia, descontento o oposición a una medida o situación. (RAE)",SI,2 señas,NO,SI,SI,2 señas,Simétrica (tipo I),Je,Je,S,S,,01164_protesta.mp4
DBLSC,LSC0,1165,HUELGA,SUSTANTIVO,Interrupción colectiva del trabajo dispuesta por los trabajadores para reivindicar derechos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),S,S,,,,01165_huelga.mp4
DBLSC,LSC0,1166,MINISTERIO/MINISTRO,SUSTANTIVO,Departamento o titular de la administración de un Estado. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,01166_ministerio.mp4
DBLSC,LSC0,1167,MULTA,SUSTANTIVO,Sanción económica impuesta por la infracción de una norma o ley. (RAE),NO,1 seña,NO,NO,NO,1 seña,Compuestas (tipo C),Bl,Xe,,,,01167_multa.mp4
